title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist,year,is_case_study,is_major_label
I hate you,,2PM,2PM BEST ～2008-2011 in Korea～,,,JP,2012-03-14,JYP Entertainment,2PM,2012,False,True
I was crazy about you,215000.0,2PM,2PM BEST ~2008-2011 in Korea~,,,JP,2012-03-14,JYP Entertainment,2PM,2012,False,True
MAJA,197000.0,2PM,2PM BEST ~2008-2011 in Korea~,,,JP,2012-03-14,JYP Entertainment,2PM,2012,False,True
Move On,,2PM,2PM BEST ～2008-2011 in Korea～,,,JP,2012-03-14,JYP Entertainment,2PM,2012,False,True
My life 4 U,190000.0,2PM,2PM BEST ~2008-2011 in Korea~,,,JP,2012-03-14,JYP Entertainment,2PM,2012,False,True
マスカレード ～Masquerade～,231000.0,2PM,Masquerade,,,JP,2012-11-14,JYP Entertainment,2PM,2012,False,True
君がいれば,219000.0,2PM,Beautiful,,,JP,2012-06-06,JYP Entertainment,2PM,2012,False,True
No Goodbyes,,"2PM, 2AM",One day,,,JP,2012-07-04,JYP Entertainment,2PM,2012,False,True
One day,,"2PM, 2AM",One day,,,JP,2012-07-04,JYP Entertainment,2PM,2012,False,True
Black Cat,195000.0,4minute,Volume Up,,,KR,2012-04-09,Cube Entertainment,4minute,2012,False,False
Cool And Natural (태연하게 당연하게),,4minute,Best Of 4Minute,,,JP,2012-09-26,Cube Entertainment,4minute,2012,False,False
Dream Racer,211000.0,4minute,Volume Up,,,KR,2012-04-09,Cube Entertainment,4minute,2012,False,False
Femme Fatale,208000.0,4minute,Volume Up,,,KR,2012-04-09,Cube Entertainment,4minute,2012,False,False
Festival,89000.0,4minute,Festival Manufacturing Love,,,,2012-03-14,Cube Entertainment,4minute,2012,False,False
Freestyle,200000.0,4minute,Festival Manufacturing Love,,,,2012-03-14,Cube Entertainment,4minute,2012,False,False
Get on the Floor,105000.0,4minute,Volume Up,,,KR,2012-04-09,Cube Entertainment,4minute,2012,False,False
Homneon,231000.0,4minute,Festival Manufacturing Love,,,,2012-03-14,Cube Entertainment,4minute,2012,False,False
I'm OK,206000.0,4minute,Volume Up,,,KR,2012-04-09,Cube Entertainment,4minute,2012,False,False
Love Tension,227000.0,4minute,Love Tension,,,JP,2012-08-22,Cube Entertainment,4minute,2012,False,False
Over And Over (original mix),234000.0,4minute,Shinsadong Tiger Project Album Supermarket,,,KR,2012-08-30,Cube Entertainment,4minute,2012,False,False
Say My Name,196000.0,4minute,Volume Up,,,KR,2012-04-09,Cube Entertainment,4minute,2012,False,False
Volume Up,229000.0,4minute,Volume Up,,,KR,2012-04-09,Cube Entertainment,4minute,2012,False,False
Won't Give You (안줄래; Anjullae),,4minute,Best Of 4Minute,,,JP,2012-09-26,Cube Entertainment,4minute,2012,False,False
웰컴 투 더 스쿨,223000.0,4minute,School OST Part 1,,,XW,2012-12-17,Cube Entertainment,4minute,2012,True,False
Over And Over (R.Tee Mix),234000.0,"4minute, R.Tee",Shinsadong Tiger Project Album Supermarket,,,KR,2012-08-30,Cube Entertainment,4minute,2012,False,False
2MYX,,A-JAX,2MYX,,,KR,2012-11-15,DSP Media,A-JAX,2012,False,False
Break Up,,A-JAX,ワン・フォー・ユー -ONE 4 U-,,,JP,2012-08-08,DSP Media,A-JAX,2012,False,False
CRAZY 4 U,,A-JAX,ワン・フォー・ユー -ONE 4 U-,,,JP,2012-08-08,DSP Media,A-JAX,2012,False,False
Dreamin' Hunter,,A-JAX,ホットゲーム -Hot Game-,,,JP,2012-10-31,DSP Media,A-JAX,2012,False,False
HOT GAME,,A-JAX,HOT GAME,,,KR,2012-07-11,DSP Media,A-JAX,2012,False,False
ONE 4 U,,A-JAX,ONE 4 U,,,KR,2012-06-01,DSP Media,A-JAX,2012,False,False
Your Song (너의 노래),,A-JAX,2MYX,,,KR,2012-11-15,DSP Media,A-JAX,2012,False,False
너 밖에 몰라서,,A-JAX,2MYX,,,KR,2012-11-15,DSP Media,A-JAX,2012,False,False
너밖에 몰라서 (Never Let Go),,A-JAX,너밖에 몰라서 (Never Let Go),,,KR,2012-05-15,DSP Media,A-JAX,2012,False,False
잡을 테면 잡아봐,,A-JAX,2MYX,,,KR,2012-11-15,DSP Media,A-JAX,2012,False,False
ELVIS,200000.0,AOA,Angels’ Story,,,KR,2012-07-30,FNC Entertainment,AOA,2012,False,False
GET OUT,214000.0,AOA,WANNA BE,,,KR,2012-10-10,FNC Entertainment,AOA,2012,False,False
Love Is Only You,225000.0,AOA,Angels’ Story,,,KR,2012-07-30,FNC Entertainment,AOA,2012,False,False
MY SONG,209000.0,AOA,WANNA BE,,,KR,2012-10-10,FNC Entertainment,AOA,2012,False,False
Temptation,224000.0,AOA,Angels’ Story,,,KR,2012-07-30,FNC Entertainment,AOA,2012,False,False
"""Lady Luck"" Making Movie",,After School,Lady Luck / Dilly Dally,,,JP,2012-06-13,Pledis Entertainment,After School,2012,False,True
AH,187000.0,After School,PLAYGIRLZ,,,JP,2012-03-14,Pledis Entertainment,After School,2012,False,True
Because of you,240000.0,After School,PLAYGIRLZ,,,JP,2012-03-14,Pledis Entertainment,After School,2012,False,True
Dilly Dally,211000.0,After School,Lady Luck / Dilly Dally,,,JP,2012-06-13,Pledis Entertainment,After School,2012,False,True
Eyeline (透視),199000.0,After School,Flashback,,,KR,2012-06-20,Pledis Entertainment,After School,2012,False,True
Flashback,198000.0,After School,Flashback,,,KR,2012-06-20,Pledis Entertainment,After School,2012,False,True
Gimme Love,221955.0,After School,PLAYGIRLZ,,,JP,2012-03-14,Pledis Entertainment,After School,2012,False,True
Just in time,210000.0,After School,PLAYGIRLZ,,,JP,2012-03-14,Pledis Entertainment,After School,2012,False,True
OPENING,147000.0,After School,PLAYGIRLZ,,,JP,2012-03-14,Pledis Entertainment,After School,2012,False,True
Rambling girls,209373.0,After School,Rambling girls / Because of you,,,JP,2012-01-25,Pledis Entertainment,After School,2012,False,True
Rip off,178093.0,After School,PLAYGIRLZ,,,JP,2012-03-14,Pledis Entertainment,After School,2012,False,True
SLOW LOVE,261000.0,After School,Lady Luck / Dilly Dally,,,JP,2012-06-13,Pledis Entertainment,After School,2012,False,True
Talk Corner,1319000.0,After School,PLAYGIRLZ,,,JP,2012-03-14,Pledis Entertainment,After School,2012,False,True
Tap Slap,,After School,PLAYGIRLZ,,,JP,2012-03-14,Pledis Entertainment,After School,2012,False,True
Tell me,254000.0,After School,PLAYGIRLZ,,,JP,2012-03-14,Pledis Entertainment,After School,2012,False,True
Timeless,235000.0,After School,Flashback,,,KR,2012-06-20,Pledis Entertainment,After School,2012,False,True
손목시계,251000.0,After School,Flashback,,,KR,2012-06-20,Pledis Entertainment,After School,2012,False,True
Miss Futuristic,191000.0,"After School, 가희, 주연, Uee, Lizzy",PLAYGIRLZ,,,JP,2012-03-14,Pledis Entertainment,After School,2012,False,True
BROKEN HEART,201000.0,"After School, 정아, Raina, 나나, 이영",PLAYGIRLZ,,,JP,2012-03-14,Pledis Entertainment,After School,2012,False,True
BURN IT UP (intro),79000.0,B.A.P,WARRIOR,,,KR,2012-01-26,Rainbow Bridge World,B.A.P,2012,False,False
DANCING IN THE RAIN,228000.0,B.A.P,NO MERCY,,,KR,2012-07-13,Rainbow Bridge World,B.A.P,2012,False,False
FIGHT FOR FREEDOM,86000.0,B.A.P,POWER,,,KR,2012-04-27,Rainbow Bridge World,B.A.P,2012,False,False
HAPPY BIRTHDAY,214000.0,B.A.P,하지마,,,KR,2012-10-23,Rainbow Bridge World,B.A.P,2012,False,False
I Remember (With 대현) (방용국 Solo),219000.0,B.A.P,대박사건,,,KR,2012-08-30,Rainbow Bridge World,B.A.P,2012,False,False
NO MERCY,213000.0,B.A.P,NO MERCY,,,KR,2012-07-13,Rainbow Bridge World,B.A.P,2012,False,False
POWER,231000.0,B.A.P,POWER,,,KR,2012-04-27,Rainbow Bridge World,B.A.P,2012,False,False
UNBREAKABLE,196000.0,B.A.P,WARRIOR,,,KR,2012-01-26,Rainbow Bridge World,B.A.P,2012,False,False
WARRIOR,245000.0,B.A.P,WARRIOR,,,KR,2012-01-26,Rainbow Bridge World,B.A.P,2012,False,False
WHAT THE HELL,243000.0,B.A.P,POWER,,,KR,2012-04-27,Rainbow Bridge World,B.A.P,2012,False,False
YESSIR,73000.0,B.A.P,하지마,,,KR,2012-10-23,Rainbow Bridge World,B.A.P,2012,False,False
마음이 시키는 일,216000.0,B.A.P,NO MERCY,,,KR,2012-07-13,Rainbow Bridge World,B.A.P,2012,False,False
음성메시지,208000.0,B.A.P,NO MERCY,,,KR,2012-07-13,Rainbow Bridge World,B.A.P,2012,False,False
전부 거짓말,222000.0,B.A.P,POWER,,,KR,2012-04-27,Rainbow Bridge World,B.A.P,2012,False,False
하지마,203000.0,B.A.P,하지마,,,KR,2012-10-23,Rainbow Bridge World,B.A.P,2012,False,False
비밀 연애,219000.0,"B.A.P, 송지은",WARRIOR,,,KR,2012-01-26,Rainbow Bridge World,B.A.P,2012,False,False
Dream Girl,229000.0,BEAST,Midnight Sun,,,XW,2012-07-19,Cube Entertainment,BEAST,2012,False,False
Midnight (별 헤는 밤),234000.0,BEAST,Midnight Sun,,,XW,2012-07-19,Cube Entertainment,BEAST,2012,False,False
내가 아니야,207000.0,BEAST,Midnight Sun,,,XW,2012-07-19,Cube Entertainment,BEAST,2012,False,False
니가 보고 싶어지면,216000.0,BEAST,Midnight Sun,,,XW,2012-07-19,Cube Entertainment,BEAST,2012,False,False
니가 쉬는 날,199000.0,BEAST,Midnight Sun,,,XW,2012-07-19,Cube Entertainment,BEAST,2012,False,False
미운 사람,187872.0,BEAST,미운사람 (빅 OST),,,,2012-06-11,Cube Entertainment,BEAST,2012,True,False
아름다운 밤이야,218000.0,BEAST,Midnight Sun,,,XW,2012-07-19,Cube Entertainment,BEAST,2012,False,False
이럴 줄 알았어 (I Knew It),214000.0,BEAST,이럴 줄 알았어 (I Knew It),,,KR,2012-01-16,Cube Entertainment,BEAST,2012,False,False
AIN'T NO FUN,222000.0,BIGBANG,ALIVE,,,JP,2012-03-28,YG Entertainment,BIGBANG,2012,False,True
Alive (intro) (live in A-Nation Stadium Festival),,BIGBANG,Special Final in Dome Memorial Collection,,,JP,2012-12-05,YG Entertainment,BIGBANG,2012,False,True
Bad Boy,,BIGBANG,Still Alive,,,TW,2012,YG Entertainment,BIGBANG,2012,False,True
Bingle Bingle,,BIGBANG,Still Alive,,,TW,2012,YG Entertainment,BIGBANG,2012,False,True
Blue,,BIGBANG,Still Alive,,,TW,2012,YG Entertainment,BIGBANG,2012,False,True
EGO,205000.0,BIGBANG,ALIVE,,,JP,2012-03-28,YG Entertainment,BIGBANG,2012,False,True
Fantastic Baby,,BIGBANG,Still Alive,,,TW,2012,YG Entertainment,BIGBANG,2012,False,True
Feeling,,BIGBANG,Still Alive,,,TW,2012,YG Entertainment,BIGBANG,2012,False,True
HaruHaru,257000.0,BIGBANG,ALIVE,,,JP,2012-03-28,YG Entertainment,BIGBANG,2012,False,True
Love Dust,,BIGBANG,Still Alive,,,TW,2012,YG Entertainment,BIGBANG,2012,False,True
Monster,,BIGBANG,Still Alive,,,TW,2012,YG Entertainment,BIGBANG,2012,False,True
Still Alive,,BIGBANG,Still Alive,,,TW,2012,YG Entertainment,BIGBANG,2012,False,True
날개 (대성 SOLO),223000.0,BIGBANG,ALIVE,,,KR,2012-02-29,YG Entertainment,BIGBANG,2012,False,True
사랑먼지,234000.0,BIGBANG,ALIVE,,,KR,2012-02-29,YG Entertainment,BIGBANG,2012,False,True
재미없어,225186.0,BIGBANG,Alive,,,US,2012-02-29,YG Entertainment,BIGBANG,2012,False,True
STYLE,202000.0,BLACKSWAN,STYLE,,,KR,2012-09-20,Danal Entertainment,BLACKSWAN,2012,True,False
Be my shine ～君を離さない～,218000.0,BOYFRIEND,Be my shine ～君を離さない～,,,JP,2012-08-22,Starship Entertainment,BOYFRIEND,2012,False,False
Excuse Me,191000.0,BOYFRIEND,JANUS,,,KR,2012-11-08,Starship Entertainment,BOYFRIEND,2012,False,False
Go Back,193000.0,BOYFRIEND,JANUS,,,KR,2012-11-08,Starship Entertainment,BOYFRIEND,2012,False,False
I'm In Love,65671.0,BOYFRIEND,Love Style,,,KR,2012-06-14,Starship Entertainment,BOYFRIEND,2012,False,False
It's U,186000.0,BOYFRIEND,We are “BOYFRIEND”,,,JP,2012-06-06,Starship Entertainment,BOYFRIEND,2012,False,False
Listen,214000.0,BOYFRIEND,JANUS,,,KR,2012-11-14,Starship Entertainment,BOYFRIEND,2012,False,False
Love Style (러브스타일),191000.0,BOYFRIEND,Love Style,,,KR,2012-06-14,Starship Entertainment,BOYFRIEND,2012,False,False
MY LADY ～冬の恋人～,214000.0,BOYFRIEND,キミとDance Dance Dance / MY LADY ～冬の恋人～,,,JP,2012-11-28,Starship Entertainment,BOYFRIEND,2012,False,False
Stop It,189000.0,BOYFRIEND,JANUS,,,KR,2012-11-08,Starship Entertainment,BOYFRIEND,2012,False,False
Super Hero,226000.0,BOYFRIEND,Love Style,,,KR,2012-06-14,Starship Entertainment,BOYFRIEND,2012,False,False
ひとりじゃないふたり (Not One But Two),216000.0,BOYFRIEND,We are “BOYFRIEND”,,,JP,2012-06-06,Starship Entertainment,BOYFRIEND,2012,False,False
キミとDance Dance Dance,272000.0,BOYFRIEND,キミとDance Dance Dance / MY LADY ～冬の恋人～,,,JP,2012-11-28,Starship Entertainment,BOYFRIEND,2012,False,False
君の知らない Story,223000.0,BOYFRIEND,Be my shine ～君を離さない～,,,JP,2012-08-22,Starship Entertainment,BOYFRIEND,2012,False,False
내 꿈꿔 (Good Night),225000.0,BOYFRIEND,JANUS,,,KR,2012-11-08,Starship Entertainment,BOYFRIEND,2012,False,False
미스터리 (MYSTERY),207000.0,BOYFRIEND,JANUS,,,KR,2012-11-08,Starship Entertainment,BOYFRIEND,2012,False,False
소나기 (One Day),208796.0,BOYFRIEND,Love Style,,,KR,2012-06-14,Starship Entertainment,BOYFRIEND,2012,False,False
쉽게 보지마 (Do),174471.0,BOYFRIEND,Love Style,,,KR,2012-06-14,Starship Entertainment,BOYFRIEND,2012,False,False
야누스 (JANUS),211000.0,BOYFRIEND,JANUS,,,KR,2012-11-08,Starship Entertainment,BOYFRIEND,2012,False,False
열쇠 (Soulmate),192000.0,BOYFRIEND,JANUS,,,KR,2012-11-08,Starship Entertainment,BOYFRIEND,2012,False,False
완전한 여인 (Wonderful Girl),174000.0,BOYFRIEND,Love Style,,,KR,2012-06-14,Starship Entertainment,BOYFRIEND,2012,False,False
이랬다 저랬다 (Trippin'),189000.0,BOYFRIEND,JANUS,,,KR,2012-11-08,Starship Entertainment,BOYFRIEND,2012,False,False
잘 지내니 (My Dear),210000.0,BOYFRIEND,JANUS,,,KR,2012-11-08,Starship Entertainment,BOYFRIEND,2012,False,False
Born to Beat,85000.0,BTOB,Born to Beat,,,US,2012-04-03,Cube Entertainment,BTOB,2012,False,False
Father,222000.0,BTOB,Born to Beat,,,US,2012-05-23,Cube Entertainment,BTOB,2012,False,False
Imagine,224000.0,BTOB,비밀 (Insane),,,KR,2012-03-21,Cube Entertainment,BTOB,2012,False,False
Irresistible Lips,228000.0,BTOB,Born to Beat,,,US,2012-05-23,Cube Entertainment,BTOB,2012,False,False
Monday to Sunday,191000.0,BTOB,Born to Beat,,,US,2012-04-03,Cube Entertainment,BTOB,2012,False,False
My Girl,233000.0,BTOB,Press Play,,,XW,2012-09-12,Cube Entertainment,BTOB,2012,False,False
Stand Up,221000.0,BTOB,Press Play,,,XW,2012-09-12,Cube Entertainment,BTOB,2012,False,False
U&I,202000.0,BTOB,Press Play,,,XW,2012-09-12,Cube Entertainment,BTOB,2012,False,False
Wow,217000.0,BTOB,Press Play,,,XW,2012-09-12,Cube Entertainment,BTOB,2012,False,False
비밀 (Insane),217000.0,BTOB,비밀 (Insane),,,KR,2012-03-21,Cube Entertainment,BTOB,2012,False,False
아버지,255000.0,BTOB,아버지 Special Ver. M/V,,,XW,2012-05-10,Cube Entertainment,BTOB,2012,False,False
Press Play,199000.0,"BTOB, G.NA",Press Play,,,XW,2012-09-12,Cube Entertainment,BTOB,2012,False,False
Love Virus,231000.0,"BTOB, 유성은",사랑병,,,KR,2012-07-12,Cube Entertainment,BTOB,2012,False,False
사랑병,240000.0,"BTOB, 유성은",사랑병 (Love Virus) Official MV,,,XW,2012-07-11,Cube Entertainment,BTOB,2012,False,False
소녀시대,,BUMZU,슈퍼스타K4 Top 12 Pt. 1,,,KR,2012-10-05,Pledis Entertainment,BUMZU,2012,False,True
11:30,215000.0,Block B,Blockbuster,,,XW,2012-10-17,Seven Seasons,Block B,2012,False,False
Action,190000.0,Block B,Welcome to the Block,,,KR,2012-02-02,Seven Seasons,Block B,2012,False,False
Burn Out,229000.0,Block B,유령 OST,,,,2012-07-17,Seven Seasons,Block B,2012,True,False
Interlude,27000.0,Block B,Blockbuster,,,XW,2012-10-17,Seven Seasons,Block B,2012,False,False
LOL,144000.0,Block B,Welcome to the Block,,,KR,2012-02-02,Seven Seasons,Block B,2012,False,False
Mental Breaker,209000.0,Block B,Blockbuster,,,XW,2012-10-17,Seven Seasons,Block B,2012,False,False
Movie's Over,223000.0,Block B,Blockbuster,,,XW,2012-10-17,Seven Seasons,Block B,2012,False,False
난리나,202000.0,Block B,Welcome to the Block,,,KR,2012-02-02,Seven Seasons,Block B,2012,False,False
넌 어디에,226000.0,Block B,Blockbuster,,,XW,2012-10-17,Seven Seasons,Block B,2012,False,False
눈감아줄께,199000.0,Block B,Welcome to the Block,,,KR,2012-05-02,Seven Seasons,Block B,2012,False,False
닐리리맘보,205000.0,Block B,Blockbuster,,,XW,2012-10-17,Seven Seasons,Block B,2012,False,False
로맨틱하게,235000.0,Block B,Blockbuster,,,XW,2012-10-17,Seven Seasons,Block B,2012,False,False
싱크로율 100%,209000.0,Block B,Welcome to the Block,,,KR,2012-02-02,Seven Seasons,Block B,2012,False,False
장난없다 (No Joke),198000.0,Block B,Blockbuster,,,XW,2012-10-17,Seven Seasons,Block B,2012,False,False
했어 안했어,237000.0,Block B,Welcome to the Block,,,KR,2012-02-02,Seven Seasons,Block B,2012,False,False
Not Over U,223880.0,BoA,Only One,,,US,2012-07-22,SM Entertainment,BoA,2012,False,True
Only One,219106.0,BoA,Only One,,,US,2012-07-22,SM Entertainment,BoA,2012,False,True
The Shadow,201000.0,BoA,Only One,,,US,2012-07-22,SM Entertainment,BoA,2012,False,True
The Top,158360.0,BoA,Only One,,,US,2012-07-22,SM Entertainment,BoA,2012,False,True
One Dream,150000.0,"BoA, HENRY, KEY",One Dream,,,KR,2012-03-18,SM Entertainment,BoA,2012,False,True
Lookin',168000.0,"BoA, The Quiett",Lookin’,,,KR,2012-10-16,SM Entertainment,BoA,2012,False,True
Come With Me,234000.0,Brown Eyed Girls,The Original,,,KR,2012-07-17,Nega Network,Brown Eyed Girls,2012,False,False
한 여름 밤의 꿈,243000.0,Brown Eyed Girls,The Original,,,KR,2012-07-17,Nega Network,Brown Eyed Girls,2012,False,False
Blue Sky,256000.0,CNBLUE,CODE NAME BLUE,,,JP,2012-08-29,FNC Entertainment,CNBLUE,2012,False,False
Come on,211000.0,CNBLUE,Come on,,,JP,2012-08-01,FNC Entertainment,CNBLUE,2012,False,False
Dream boy,179121.0,CNBLUE,EAR FUN,,,XW,2012-03-16,FNC Entertainment,CNBLUE,2012,False,False
DVD SPECIAL FEATURE,1200000.0,CNBLUE,EAR FUN,,,KR,2012-03-26,FNC Entertainment,CNBLUE,2012,False,False
feeling,214000.0,CNBLUE,Where you are,,,JP,2012-02-01,FNC Entertainment,CNBLUE,2012,False,False
Friday,149000.0,CNBLUE,Friday,,,KR,2012-07-31,FNC Entertainment,CNBLUE,2012,False,False
Get Away,210000.0,CNBLUE,Where you are,,,JP,2012-02-01,FNC Entertainment,CNBLUE,2012,False,False
Have a good night,212000.0,CNBLUE,CODE NAME BLUE,,,JP,2012-08-29,FNC Entertainment,CNBLUE,2012,False,False
Hey You,237000.0,CNBLUE,EAR FUN,,,XW,2012-03-16,FNC Entertainment,CNBLUE,2012,False,False
My miracle,238000.0,CNBLUE,Come on,,,JP,2012-08-01,FNC Entertainment,CNBLUE,2012,False,False
No more,221000.0,CNBLUE,CODE NAME BLUE,,,JP,2012-08-29,FNC Entertainment,CNBLUE,2012,False,False
ring,237000.0,CNBLUE,Robot,,,JP,2012-12-19,FNC Entertainment,CNBLUE,2012,False,False
Robot,198000.0,CNBLUE,Robot,,,JP,2012-12-19,FNC Entertainment,CNBLUE,2012,False,False
Rock n' Roll,198922.0,CNBLUE,EAR FUN,,,XW,2012-03-16,FNC Entertainment,CNBLUE,2012,False,False
Run,196000.0,CNBLUE,EAR FUN,,,XW,2012-03-16,FNC Entertainment,CNBLUE,2012,False,False
Starlit Night,327000.0,CNBLUE,Robot,,,JP,2012-12-19,FNC Entertainment,CNBLUE,2012,False,False
These days,273000.0,CNBLUE,CODE NAME BLUE,,,JP,2012-08-29,FNC Entertainment,CNBLUE,2012,False,False
Time is over,227000.0,CNBLUE,CODE NAME BLUE,,,JP,2012-08-29,FNC Entertainment,CNBLUE,2012,False,False
Wake up,179000.0,CNBLUE,Come on,,,JP,2012-08-01,FNC Entertainment,CNBLUE,2012,False,False
Where you are,223000.0,CNBLUE,Where you are,,,JP,2012-02-01,FNC Entertainment,CNBLUE,2012,False,False
With me,246000.0,CNBLUE,CODE NAME BLUE,,,JP,2012-08-29,FNC Entertainment,CNBLUE,2012,False,False
아직 사랑한다,197000.0,CNBLUE,EAR FUN,,,XW,2012-03-16,FNC Entertainment,CNBLUE,2012,False,False
Icy Lady,,ChAOS,RACER,,,KR,2012-07-30,LOEN Entertainment,ChAOS,2012,False,False
Kiss Kiss,,ChAOS,Kiss Kiss,,,KR,2012-09-21,LOEN Entertainment,ChAOS,2012,False,False
Last Night,204000.0,ChAOS,그녀가 온다,,,KR,2012-01-06,LOEN Entertainment,ChAOS,2012,False,False
그녀가 온다,165000.0,ChAOS,그녀가 온다,,,KR,2012-01-06,LOEN Entertainment,ChAOS,2012,False,False
레이서,,ChAOS,RACER,,,KR,2012-07-30,LOEN Entertainment,ChAOS,2012,False,False
빨리가,,ChAOS,RACER,,,KR,2012-07-30,LOEN Entertainment,ChAOS,2012,False,False
Bing Bing,186000.0,Crayon Pop,THE 1st MINI album,,,KR,2012-07-18,Chrome Entertainment,Crayon Pop,2012,False,False
Dancing Queen,175040.0,Crayon Pop,Dancing Queen,,,KR,2012-10-24,Chrome Entertainment,Crayon Pop,2012,False,False
Saturday Night,187000.0,Crayon Pop,THE 1st MINI album,,,KR,2012-07-18,Chrome Entertainment,Crayon Pop,2012,False,False
Chu Ma Boy,225000.0,Dal★Shabet,Hit U,,,KR,2012-01-27,Happy Face Entertainment,Dal★Shabet,2012,False,False
Disco Time,195000.0,Dal★Shabet,Bang Bang,,,KR,2012-06-06,Happy Face Entertainment,Dal★Shabet,2012,False,False
Falling In Love,223000.0,Dal★Shabet,있기 없기,,,KR,2012-11-13,Happy Face Entertainment,Dal★Shabet,2012,False,False
